identifierHash,type,countryCode,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasProfilePicture,seniority,seniorityAsMonths,seniorityAsYears,websiteLongevity
972685219,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
971505571,user,it,Italie,it,3,8,2,0,0,0.0,0,1,M,1,mr,True,2857,95.23,7.94,3803
971177891,user,fr,France,fr,3,9,4,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
971046819,user,dk,Danemark,en,56,13,603,0,1,0.0,1678,15,M,1,mr,False,2857,95.23,7.94,3803
970915747,user,nl,Pays-Bas,en,3,8,11,0,0,0.0,0,2,M,1,mr,True,2857,95.23,7.94,3803
970653603,user,fr,France,fr,4,8,27,0,0,0.0,1,3,M,1,mr,True,2857,95.23,7.94,3803
970456995,user,gb,Royaume-Uni,en,3,8,34,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
970260387,user,de,Allemagne,de,46,8,331,41,32,96.0,373,42,M,1,mr,False,2857,95.23,7.94,3803
970194851,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
969998243,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
969867171,user,dk,Danemark,en,16,8,167,0,1,0.0,0,13,M,1,mr,True,2857,95.23,7.94,3803
968621987,user,it,Italie,it,23,9,0,0,3,66.0,24,2,M,1,mr,False,2857,95.23,7.94,3803
968556451,user,us,Etats-Unis,en,4,8,10,0,0,0.0,1,0,M,1,mr,True,2857,95.23,7.94,3803
968490915,user,it,Italie,it,9,8,49,0,1,0.0,9,0,M,1,mr,False,2857,95.23,7.94,3803
968425379,user,gb,Royaume-Uni,en,4,8,28,0,0,0.0,0,1,M,1,mr,True,2857,95.23,7.94,3803
968294307,user,fr,France,fr,4,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
968228771,user,de,Allemagne,de,7,8,6,0,2,100.0,29,8,M,1,mr,True,2857,95.23,7.94,3803
968097699,user,fr,France,en,4,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
967901091,user,be,Belgique,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
967835555,user,us,Etats-Unis,en,3,8,1,0,0,0.0,2,0,M,1,mr,True,2857,95.23,7.94,3803
967770019,user,fr,France,fr,15,16,47,0,0,0.0,189,22,M,1,mr,True,2857,95.23,7.94,3803
967573411,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
967376803,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
967245731,user,gb,Royaume-Uni,en,5,8,5,0,0,0.0,0,2,M,1,mr,True,2857,95.23,7.94,3803
966983587,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
966918051,user,fr,France,fr,3,8,2,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
966721443,user,fr,France,fr,3,10,17,0,0,0.0,7,0,M,1,mr,True,2857,95.23,7.94,3803
966655907,user,fr,France,fr,3,8,1,0,1,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
966524835,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
966459299,user,dk,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
966328227,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
966197155,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
965738403,user,it,Italie,it,85,78,10,7,21,54.0,5,1,M,1,mr,False,2857,95.23,7.94,3803
965017507,user,fr,France,fr,3,8,9,0,0,0.0,0,1,M,1,mr,True,2857,95.23,7.94,3803
964820899,user,fr,France,fr,6,8,15,0,1,0.0,0,1,M,1,mr,True,2857,95.23,7.94,3803
964624291,user,de,Allemagne,de,4,8,0,0,0,0.0,0,10,M,1,mr,True,2857,95.23,7.94,3803
964362147,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
964165539,user,fr,France,fr,3,9,41,0,0,0.0,12,0,M,1,mr,True,2857,95.23,7.94,3803
964034467,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
963903395,user,us,Etats-Unis,en,3,8,22,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
963837859,user,fi,Finlande,en,66,10,309,0,0,0.0,4,15,M,1,mr,True,2857,95.23,7.94,3803
963772323,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
963706787,user,us,Etats-Unis,en,4,8,0,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
963444643,user,gb,Royaume-Uni,en,5,8,1,0,0,0.0,5,0,M,1,mr,True,2857,95.23,7.94,3803
963248035,user,gb,Royaume-Uni,en,26,8,30,1,28,90.0,4,1,M,1,mr,True,2857,95.23,7.94,3803
962920355,user,fr,France,fr,15,8,0,0,7,100.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
962854819,user,de,Allemagne,de,4,8,31,0,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
962723747,user,it,Italie,it,4,9,11,0,0,0.0,4,0,M,1,mr,True,2857,95.23,7.94,3803
962658211,user,fr,France,fr,3,8,1,0,0,0.0,1,0,M,1,mr,True,2857,95.23,7.94,3803
962592675,user,us,Etats-Unis,en,5,8,0,0,0,0.0,0,1,M,1,mr,True,2857,95.23,7.94,3803
962330531,user,de,Allemagne,fr,25,2,3,1,23,100.0,4,0,M,1,mr,True,2857,95.23,7.94,3803
962199459,user,ch,Suisse,fr,13,8,3,0,3,0.0,0,0,M,1,mr,False,2857,95.23,7.94,3803
962133923,user,it,Italie,it,9,8,2,1,0,0.0,0,0,M,1,mr,True,2857,95.23,7.94,3803
