identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
5274237436307784519,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
7815421890976672353,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
-3331396130070885456,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,99,2855,95.17,7.93,us
-1551504467618076160,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,680,2855,95.17,7.93,de
-6986532220885553650,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,485,2855,95.17,7.93,fr
-5804038196600369349,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,487,2855,95.17,7.93,se
-4839233906305622599,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,495,2855,95.17,7.93,gb
-4479879407470602902,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,481,2855,95.17,7.93,gb
-8507007095386435985,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,694,2855,95.17,7.93,nl
6259509468900798891,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,500,2855,95.17,7.93,gb
-6148269735317100806,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
-1768255233581081628,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,623,2855,95.17,7.93,us
5521058879552942836,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
3684125443559372143,user,France,fr,3,8,0,0,1,0.0,0,0,M,1,mr,False,False,False,True,650,2855,95.17,7.93,fr
-3180613109506377232,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,be
292782904317731449,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,gb
6877637838687436575,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,gb
-7697188741585425934,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
-3828024933212958771,user,Suède,en,3,8,13,0,0,0.0,0,0,M,1,mr,True,False,True,True,16,2855,95.17,7.93,se
2886258943511039012,user,France,fr,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,115,2855,95.17,7.93,fr
-3116964343974781963,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,613,2855,95.17,7.93,fr
-5719672323397664150,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,654,2855,95.17,7.93,gb
6612395999282080851,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,421,2855,95.17,7.93,us
-2264954376748039160,user,Allemagne,de,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,694,2855,95.17,7.93,de
-2561118913866792870,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
4827133040049030349,user,Belgique,fr,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,be
6005914796014648603,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,445,2855,95.17,7.93,es
-6605642380363426050,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,613,2855,95.17,7.93,it
6118916193161427325,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
-484792384908810770,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
-1320358087512617242,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
4335984650806642664,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
8361209915745538989,user,Australie,en,15,9,4,0,1,0.0,0,7,M,1,mr,True,False,True,False,79,2855,95.17,7.93,au
-7290362386282396510,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
-4266805572234365172,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,606,2855,95.17,7.93,fr
-4529322656777871456,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,False,620,2855,95.17,7.93,gb
-3546282293286194542,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,es
-5495569077827895668,user,Belgique,fr,4,8,9,6,2,0.0,2,0,F,2,mrs,True,False,True,True,133,2855,95.17,7.93,be
4465215860755912409,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,693,2855,95.17,7.93,gb
-8462557709031557564,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
3695171300316816842,user,Etats-Unis,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,us
1109320569655289820,user,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,414,2855,95.17,7.93,it
-6300535337130361734,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,249,2855,95.17,7.93,us
-1895545004411365837,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,629,2855,95.17,7.93,es
4522737071280597169,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,694,2855,95.17,7.93,es
-1452638380001768649,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
531016298700710394,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,gb
-3980781611027246017,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
-2185085790846276378,user,France,fr,8,8,30,0,0,0.0,3,0,M,1,mr,True,False,True,True,686,2855,95.17,7.93,fr
4407307722808835371,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
-4028882680018888551,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,248,2855,95.17,7.93,us
3925228448848032423,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,se
896709021601649470,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,692,2855,95.17,7.93,us
-3524352657390795288,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,689,2855,95.17,7.93,es
139492294478709088,user,Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,ie
383116695473920052,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
339413676548125322,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,694,2855,95.17,7.93,es
1999430691557700941,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
-8172190152933801501,user,Royaume-Uni,en,3,8,13,0,0,0.0,0,0,F,2,mrs,True,False,True,True,175,2855,95.17,7.93,gb
-4352767792574259826,user,Espagne,es,6,8,20,1,0,0.0,1,0,F,2,mrs,True,False,True,True,629,2855,95.17,7.93,es
142309399162619742,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
-7645987235189009899,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
-6760216070489884184,user,Etats-Unis,en,7,9,53,0,0,0.0,4,5,F,2,mrs,True,False,True,True,57,2855,95.17,7.93,us
-521666040638312206,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,33,2855,95.17,7.93,fr
-5447272888861439714,user,Suisse,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,ch
7365789007745801626,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,449,2855,95.17,7.93,fr
-6140151535547670359,user,Royaume-Uni,en,3,9,0,0,0,0.0,0,1,F,2,mrs,True,False,True,True,659,2855,95.17,7.93,gb
7884366728681833068,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
-4616767247275675876,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,es
1028855336856323301,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
8528036517325302301,user,France,fr,3,8,7,0,0,0.0,1,0,F,2,mrs,False,False,False,True,36,2855,95.17,7.93,fr
-8724878640435335972,user,Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,se
-3291704110462975712,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,it
-1339353329397209628,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,658,2855,95.17,7.93,fr
-6680472838164558114,user,France,fr,4,8,50,0,0,0.0,0,1,F,2,mrs,False,False,False,True,77,2855,95.17,7.93,fr
-1642499545421788195,user,Japon,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,690,2855,95.17,7.93,jp
5204377875083681652,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,False,694,2855,95.17,7.93,us
7757214413819247220,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,fr
-8435080085680287459,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,548,2855,95.17,7.93,gb
-7296506380722903026,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,616,2855,95.17,7.93,fr
-3918378513512359063,user,France,fr,5,8,0,1,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
1867357068726350770,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
-878168293043534486,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,660,2855,95.17,7.93,fr
-3414944367449852620,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,596,2855,95.17,7.93,dk
-5196527919585258716,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
2624921703073218682,user,Etats-Unis,en,53,61,1160,62,45,80.0,4,69,F,2,mrs,True,False,True,False,11,2855,95.17,7.93,us
-3637842596920965120,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,686,2855,95.17,7.93,us
-1149509942784187260,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,597,2855,95.17,7.93,fr
9128865745051789226,user,Danemark,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,12,2855,95.17,7.93,dk
-3103970150227700165,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,694,2855,95.17,7.93,fr
4585548013916831477,user,Finlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fi
4756139095480711318,user,Allemagne,de,3,8,96,0,0,0.0,0,0,F,2,mrs,True,False,True,True,314,2855,95.17,7.93,de
5767509356718032305,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,330,2855,95.17,7.93,it
-5091951374766471746,user,Royaume-Uni,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,364,2855,95.17,7.93,gb
-4601283538125648320,user,Royaume-Uni,en,3,8,3,0,0,0.0,5,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,gb
-6663349115083002615,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,339,2855,95.17,7.93,fr
-5815092653120993169,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,us
-1073094160750256687,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,False,693,2855,95.17,7.93,fr
1976994037308110760,user,France,fr,3,8,0,0,0,0.0,2,0,M,1,mr,True,True,False,True,581,2855,95.17,7.93,fr
-8312446060530664567,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,de
7623710352561344940,user,France,fr,3,9,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,274,2855,95.17,7.93,fr
1253106334983029243,user,France,fr,5,8,0,1,0,0.0,0,0,F,2,mrs,False,False,False,True,333,2855,95.17,7.93,fr
1404095518009648215,user,Espagne,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,es
-4532236580204017061,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,694,2855,95.17,7.93,fr
-2847767446739068051,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,562,2855,95.17,7.93,fr
-6504134340385608447,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,646,2855,95.17,7.93,us
5417476313910709371,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,694,2855,95.17,7.93,gb
-553687774355243247,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,689,2855,95.17,7.93,fr
3615564391355826673,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,563,2855,95.17,7.93,it
-4995386462526175723,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,it
-499402380392506910,user,Royaume-Uni,en,8,10,16,0,3,0.0,134,10,F,2,mrs,False,False,False,True,12,2855,95.17,7.93,gb
6132117335728955436,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2855,95.17,7.93,fr
