identifierHash,type,countryCode,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasProfilePicture,seniority,seniorityAsMonths,seniorityAsYears,websiteLongevity
2307850147,user,gb,Royaume-Uni,en,65,61,115,0,23,95.0,78,1,M,1,mr,True,3196,106.53,8.88,3803
2307522467,user,de,Allemagne,de,30,9,81,10,27,96.0,4,10,M,1,mr,False,3196,106.53,8.88,3803
2307456931,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2307391395,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2307194787,user,de,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2306867107,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2306801571,user,fr,France,fr,4,8,11,0,0,0.0,1,0,M,1,mr,True,3196,106.53,8.88,3803
2306604963,user,au,Australie,en,14,13,234,0,0,0.0,21,9,M,1,mr,True,3196,106.53,8.88,3803
2306080675,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2305884067,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2305752995,user,fr,France,fr,14,10,11,0,0,0.0,3,8,M,1,mr,True,3196,106.53,8.88,3803
2304573347,user,hr,Croatie,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2304180131,user,de,Allemagne,de,9,11,1,0,0,0.0,240,1,M,1,mr,True,3196,106.53,8.88,3803
2304114595,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2303852451,user,at,Autriche,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2303721379,user,fr,France,fr,26,8,74,3,5,80.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2303590307,user,it,Italie,it,10,10,4,0,0,0.0,6,0,M,1,mr,True,3196,106.53,8.88,3803
2303524771,user,fr,France,fr,12,9,31,0,0,0.0,4,1,M,1,mr,True,3196,106.53,8.88,3803
2303328163,user,de,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2303197091,user,fr,France,fr,6,10,10,0,0,0.0,0,1,M,1,mr,True,3196,106.53,8.88,3803
2302672803,user,fr,France,fr,7,8,1,0,5,80.0,6,2,M,1,mr,False,3196,106.53,8.88,3803
2302541731,user,fr,France,fr,3,1,9,0,0,0.0,0,1,M,1,mr,True,3196,106.53,8.88,3803
2302410659,user,us,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2302017443,user,fr,France,fr,5,4,2,0,0,0.0,0,0,M,1,mr,False,3196,106.53,8.88,3803
2301886371,user,bg,Bulgarie,en,128,174,70,0,5,100.0,1900,41,M,1,mr,True,3196,106.53,8.88,3803
2301165475,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2300772259,user,es,Espagne,es,73,22,214,10,15,80.0,899,91,M,1,mr,False,3196,106.53,8.88,3803
2300641187,user,de,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2300051363,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2299985827,user,fr,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2299920291,user,be,Belgique,fr,4,8,1,0,0,0.0,0,0,M,1,mr,False,3196,106.53,8.88,3803
2299658147,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2299068323,user,de,Allemagne,de,3,8,5,0,0,0.0,4,0,M,1,mr,True,3196,106.53,8.88,3803
2298085283,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2297626531,user,fr,France,fr,3,9,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2297429923,user,gb,Royaume-Uni,en,5,8,280,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2297102243,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2297036707,user,gb,Royaume-Uni,en,13,12,98,0,0,0.0,183,19,M,1,mr,True,3196,106.53,8.88,3803
2296905635,user,fr,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2296709027,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2296119203,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2295529379,user,us,Etats-Unis,en,4,8,31,0,0,0.0,8,0,M,1,mr,True,3196,106.53,8.88,3803
2295136163,user,fr,France,fr,3,8,18,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2294022051,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2293628835,user,de,Allemagne,de,3,9,5,0,0,0.0,1,0,M,1,mr,True,3196,106.53,8.88,3803
2293432227,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
2293235619,user,us,Etats-Unis,en,3,8,2,0,0,0.0,3,3,M,1,mr,True,3196,106.53,8.88,3803
2293039011,user,it,Italie,it,7,8,5,0,0,0.0,0,1,M,1,mr,False,3196,106.53,8.88,3803
2292973475,user,it,Italie,it,3,8,2,0,0,0.0,0,0,M,1,mr,True,3196,106.53,8.88,3803
