identifierHash,type,countryCode,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasProfilePicture,seniority,seniorityAsMonths,seniorityAsYears,websiteLongevity
3644587939,user,gb,Royaume-Uni,en,68,1,29,8,64,92.0,15,30,M,1,mr,False,3199,106.63,8.89,3803
3643932579,user,gb,Royaume-Uni,en,3,8,10,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3643277219,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3643211683,user,fr,France,fr,11,8,10,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3643015075,user,fr,France,fr,3,8,2,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3642752931,user,tw,Taiwan,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3642032035,user,us,Etats-Unis,en,3,8,15,0,0,0.0,0,3,M,1,mr,False,3199,106.63,8.89,3803
3641769891,user,dk,Danemark,en,7,10,51,0,0,0.0,4,0,M,1,mr,True,3199,106.63,8.89,3803
3641638819,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3641573283,user,es,Espagne,es,4,8,2,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3641048995,user,fr,France,fr,10,9,2,0,2,100.0,0,18,M,1,mr,True,3199,106.63,8.89,3803
3640917923,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3640721315,user,cn,Chine,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3640262563,user,de,Allemagne,en,27,13,1216,1,9,0.0,12,15,M,1,mr,True,3199,106.63,8.89,3803
3640197027,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3640131491,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3640065955,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3639672739,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3639345059,user,fr,France,fr,4,8,2,0,0,0.0,7,3,M,1,mr,True,3199,106.63,8.89,3803
3638951843,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3638689699,user,fr,France,fr,3,8,3,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3638230947,user,it,Italie,it,17,17,8,0,0,0.0,19,4,M,1,mr,True,3199,106.63,8.89,3803
3637641123,user,us,Etats-Unis,en,3,8,9,0,0,0.0,6,0,M,1,mr,True,3199,106.63,8.89,3803
3637444515,user,fr,France,fr,11,9,0,0,1,0.0,0,0,M,1,mr,False,3199,106.63,8.89,3803
3637247907,user,fr,France,fr,8,8,11,0,2,100.0,10,0,M,1,mr,False,3199,106.63,8.89,3803
3636658083,user,fr,France,fr,3,8,31,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3636592547,user,dk,Danemark,en,4,8,1,0,0,0.0,6,1,M,1,mr,True,3199,106.63,8.89,3803
3636133795,user,fr,France,fr,6,8,0,0,0,0.0,2,1,M,1,mr,True,3199,106.63,8.89,3803
3635806115,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3635478435,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3635216291,user,se,Suède,en,8,9,8,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3634757539,user,fr,France,en,5,8,5,1,5,100.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3634167715,user,fr,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3633512355,user,es,Espagne,es,44,15,3,8,25,64.0,1,1,M,1,mr,False,3199,106.63,8.89,3803
3631808419,user,au,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3631611811,user,gb,Royaume-Uni,en,4,8,1,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3631480739,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3630956451,user,pl,Pologne,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3630890915,user,us,Etats-Unis,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3630366627,user,fr,France,fr,3,8,11,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3630301091,user,at,Autriche,de,3,8,10,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3629907875,user,fr,France,fr,3,9,4,0,0,0.0,0,0,M,1,mr,True,3199,106.63,8.89,3803
3629776803,user,gb,Royaume-Uni,en,82,8,48,0,50,58.0,90,1,M,1,mr,True,3199,106.63,8.89,3803
3629055907,user,gb,Royaume-Uni,en,5,8,17,0,0,0.0,0,2,M,1,mr,True,3199,106.63,8.89,3803
3628859299,user,it,Italie,it,3,8,2,0,0,0.0,0,2,M,1,mr,False,3199,106.63,8.89,3803
3628072867,user,,Nouvelle Zélande,it,7,8,4,0,0,0.0,0,0,M,1,mr,False,3199,106.63,8.89,3803
